price,carat,city,depth,table,x,y,z,cut,color,clarity
583,0.37,Madrid,61.3,55.0,4.61,4.65,2.84,Ideal,F,SI1
15696,2.08,Luxembourg,59.0,59.0,8.37,8.41,4.95,Very Good,H,SI2
1257,0.5,Kimberly,63.5,57.0,5.09,5.05,3.22,Very Good,D,SI1
864,0.31,Kimberly,62.0,54.0,4.38,4.39,2.72,Ideal,E,VVS2
1625,0.53,Antwerp,61.0,55.0,5.23,5.24,3.2,Ideal,G,VS2
12380,2.03,Antwerp,62.7,59.0,8.08,8.02,5.05,Premium,J,SI2
5988,1.2,Kimberly,62.8,57.0,6.78,6.73,4.24,Premium,F,SI2
846,0.32,London,61.3,55.0,4.43,4.47,2.73,Ideal,E,VS2
2236,0.54,Surat,60.7,56.0,5.3,5.25,3.2,Premium,G,VVS1
6955,1.04,Amsterdam,60.5,57.0,6.56,6.62,3.99,Ideal,G,VS2
2548,0.7,New York City,60.5,57.0,5.81,5.79,3.51,Ideal,H,SI1
2459,0.7,Madrid,58.3,58.0,5.9,5.86,3.43,Premium,G,VS1
1596,0.55,Paris,62.0,55.0,5.24,5.28,3.26,Ideal,E,VS2
401,0.26,New York City,61.4,56.0,4.13,4.16,2.54,Very Good,F,SI1
1155,0.44,Kimberly,61.9,59.0,4.88,4.84,3.01,Premium,F,VS1
10020,1.51,Kimberly,60.7,59.0,7.43,7.39,4.5,Premium,H,SI1
3924,0.92,Madrid,56.0,60.0,6.53,6.51,3.65,Fair,H,VS1
526,0.3,London,61.3,58.0,4.29,4.32,2.64,Premium,H,VS1
6346,2.02,New York City,65.6,57.0,7.87,7.8,5.15,Fair,G,I1
1812,0.51,Kimberly,57.6,62.0,5.33,5.3,3.06,Good,E,VS2
2177,0.72,London,63.3,59.0,5.66,5.62,3.57,Very Good,I,VS2
5291,1.02,Dubai,61.3,56.0,6.43,6.53,3.97,Very Good,G,SI1
708,0.32,Luxembourg,62.0,54.0,4.39,4.42,2.73,Ideal,H,VVS1
13085,1.77,Kimberly,62.2,58.0,7.76,7.68,4.8,Premium,I,VS1
2064,0.52,Surat,62.5,57.0,5.15,5.19,3.23,Ideal,F,VVS2
5438,0.9,Amsterdam,59.4,59.0,6.31,6.28,3.74,Premium,E,VS1
18416,1.54,London,60.3,57.0,7.49,7.56,4.54,Ideal,F,VS1
4401,1.06,Dubai,60.1,59.0,6.65,6.63,3.99,Ideal,H,SI2
5419,1.28,Madrid,61.7,59.0,6.96,6.92,4.28,Ideal,I,SI2
2604,0.71,Kimberly,62.8,55.0,5.68,5.73,3.58,Very Good,G,SI1
1689,0.52,Madrid,62.6,57.0,5.09,5.17,3.21,Ideal,E,VS2
16789,2.37,Amsterdam,62.2,57.0,8.58,8.52,5.32,Ideal,J,VS2
8951,1.51,Surat,62.2,59.0,7.19,7.3,4.51,Good,I,VS2
5740,1.25,Luxembourg,62.4,58.0,6.89,6.85,4.29,Premium,I,SI1
972,0.32,Dubai,61.5,56.0,4.4,4.38,2.7,Ideal,E,VS1
942,0.31,Antwerp,61.0,58.0,4.39,4.37,2.67,Premium,E,VS1
826,0.34,Paris,62.3,55.0,4.49,4.53,2.81,Ideal,E,VVS2
506,0.3,Las Vegas,59.7,57.0,4.4,4.37,2.62,Ideal,J,VS1
4911,1.11,Madrid,60.6,59.0,6.73,6.66,4.06,Premium,I,SI1
1397,0.4,Las Vegas,61.2,61.0,4.74,4.7,2.89,Premium,E,VVS1
449,0.32,Madrid,61.1,57.0,4.39,4.42,2.69,Very Good,I,VS2
498,0.23,Las Vegas,60.9,57.0,3.96,3.99,2.42,Ideal,F,VS2
959,0.55,Antwerp,61.4,55.0,5.27,5.29,3.24,Ideal,H,SI2
1834,0.46,Surat,61.7,56.0,4.95,5.0,3.07,Ideal,E,VS1
6327,1.03,Kimberly,62.3,59.0,6.42,6.38,3.99,Premium,G,VS2
9856,1.1,Surat,61.0,56.0,6.69,6.73,4.09,Ideal,G,VVS2
2890,0.8,London,62.4,57.0,5.9,5.87,3.67,Ideal,F,SI1
9157,1.5,Surat,60.8,59.0,7.34,7.36,4.47,Premium,E,SI2
6597,2.1,Surat,67.4,59.0,7.82,7.76,5.24,Fair,G,I1
2353,0.74,Zurich,63.4,57.0,5.81,5.76,3.67,Very Good,I,VS1
651,0.39,Kimberly,61.5,55.0,4.7,4.73,2.9,Ideal,I,VS2
972,0.32,London,62.2,56.0,4.39,4.36,2.72,Ideal,D,VS2
776,0.3,Madrid,62.0,55.0,4.33,4.31,2.68,Ideal,F,VS2
6534,1.1,Antwerp,62.0,56.0,6.6,6.68,4.12,Ideal,G,VS2
421,0.3,Antwerp,61.2,62.0,4.28,4.31,2.63,Very Good,H,SI1
4700,1.09,Paris,62.0,57.0,6.61,6.55,4.08,Premium,H,SI2
1715,0.5,London,63.3,57.0,5.06,5.02,3.19,Very Good,H,VVS1
13161,1.52,Surat,61.9,56.0,7.28,7.39,4.54,Very Good,G,VS2
1909,0.5,Luxembourg,61.4,57.0,5.16,5.1,3.15,Premium,G,VVS2
2353,0.7,Madrid,62.3,55.0,5.66,5.7,3.54,Ideal,I,VVS2
13110,1.54,Zurich,62.0,55.6,7.35,7.44,4.59,Ideal,G,VS2
4398,1.02,Antwerp,60.5,58.0,6.54,6.58,3.97,Very Good,E,SI2
2442,0.6,Dubai,61.6,55.0,5.43,5.48,3.36,Ideal,E,VS1
1264,0.43,Madrid,62.3,59.0,4.83,4.77,2.99,Premium,G,VVS1
618,0.26,New York City,62.4,53.0,4.11,4.13,2.57,Ideal,F,VS1
4209,1.01,Las Vegas,62.1,59.0,6.45,6.41,3.99,Ideal,G,SI2
2462,0.75,London,62.3,59.0,5.77,5.81,3.61,Very Good,G,SI1
854,0.33,Paris,61.4,54.0,4.48,4.44,2.74,Ideal,G,VS1
2338,0.7,Surat,63.4,58.0,5.63,5.57,3.55,Very Good,G,VS2
3293,0.86,Tel Aviv,62.9,55.0,6.04,6.08,3.81,Very Good,G,SI1
4656,1.08,Zurich,60.8,59.0,6.57,6.62,4.01,Premium,E,SI2
1696,0.71,Surat,62.1,58.0,5.7,5.67,3.53,Premium,I,SI2
7197,1.36,Paris,57.5,60.0,7.36,7.31,4.22,Good,F,SI1
875,0.5,Luxembourg,61.7,57.0,5.09,5.12,3.15,Ideal,J,VS2
12466,1.5,Las Vegas,62.0,60.0,7.32,7.29,4.53,Ideal,F,SI1
15996,1.5,Surat,62.8,53.5,7.27,7.33,4.58,Ideal,D,VS2
17729,1.65,Kimberly,62.4,55.0,7.61,7.53,4.72,Ideal,G,IF
8219,1.12,Las Vegas,58.9,60.0,6.91,6.78,4.03,Premium,G,VVS1
802,0.31,Madrid,62.9,58.0,4.31,4.27,2.7,Premium,F,VS2
15092,2.2,Surat,61.4,57.0,8.41,8.37,5.15,Ideal,I,VS1
6421,1.5,Las Vegas,63.6,58.0,7.25,7.18,4.59,Good,J,SI2
8190,1.5,London,62.0,62.0,7.31,7.25,4.51,Premium,G,SI2
5270,1.15,Las Vegas,62.4,57.0,6.68,6.71,4.18,Very Good,H,SI1
1438,0.51,Paris,62.5,57.0,5.06,5.09,3.17,Very Good,E,SI1
1441,0.62,Amsterdam,61.3,55.0,5.55,5.47,3.38,Ideal,F,SI2
1286,0.56,Kimberly,63.2,57.0,5.27,5.23,3.32,Very Good,H,SI1
8212,1.41,Las Vegas,63.7,58.0,7.06,7.01,4.48,Good,F,SI1
5083,1.2,Antwerp,61.8,57.7,6.78,6.91,4.23,Very Good,J,SI1
650,0.3,Paris,62.9,55.0,4.25,4.27,2.68,Very Good,D,VS2
574,0.3,Paris,62.6,57.0,4.34,4.25,2.69,Premium,G,SI1
2445,0.71,Madrid,65.3,53.0,5.64,5.58,3.67,Ideal,F,SI2
4619,1.01,Las Vegas,63.2,59.0,6.25,6.28,3.96,Good,E,SI1
12261,1.13,Kimberly,60.1,57.0,6.83,6.78,4.09,Ideal,D,VVS2
1689,0.52,Antwerp,62.4,56.0,5.11,5.15,3.2,Ideal,G,VS1
515,0.3,Kimberly,63.4,54.0,4.27,4.31,2.72,Good,D,SI1
1624,0.5,Dubai,62.6,54.0,5.08,5.11,3.19,Ideal,E,VS2
6955,1.2,Surat,63.3,58.0,6.63,6.57,4.18,Very Good,F,SI1
537,0.23,Surat,63.8,56.0,3.94,3.9,2.5,Good,G,VVS2
12252,1.51,Kimberly,62.6,57.0,7.31,7.25,4.56,Ideal,F,SI1
627,0.35,Tel Aviv,61.8,55.0,4.53,4.56,2.81,Ideal,I,VVS1
3932,1.06,Surat,61.3,57.0,6.55,6.6,4.03,Ideal,J,SI2
6086,1.19,London,61.1,58.0,6.81,6.83,4.17,Very Good,H,VS2
1021,0.33,London,62.4,55.0,4.42,4.4,2.75,Ideal,F,VVS1
8040,1.26,Surat,63.3,57.0,6.88,6.93,4.37,Very Good,G,VS2
4469,1.0,London,62.3,60.0,6.23,6.19,3.87,Premium,D,SI1
9936,1.51,New York City,62.3,62.0,7.15,7.26,4.49,Very Good,E,SI2
1822,0.52,Surat,61.8,55.0,5.16,5.19,3.2,Ideal,D,VS2
970,0.42,Antwerp,61.9,55.0,4.84,4.79,2.98,Ideal,D,SI1
1892,0.54,Amsterdam,61.1,56.0,5.25,5.29,3.22,Ideal,D,VS2
10684,1.5,Paris,63.4,60.0,7.2,7.27,4.59,Very Good,F,SI1
3822,1.05,Surat,63.9,56.0,6.44,6.37,4.09,Good,H,SI2
2196,0.7,Surat,62.7,57.0,5.63,5.67,3.54,Very Good,F,SI1
5630,1.12,Antwerp,64.3,57.0,6.56,6.5,4.2,Good,E,SI1
3492,0.73,Zurich,61.5,57.0,5.78,5.83,3.57,Very Good,E,VS1
766,0.38,Dubai,60.1,61.0,4.63,4.66,2.79,Very Good,G,VS2
11780,2.01,Amsterdam,63.4,60.0,7.97,7.89,5.03,Very Good,H,SI2
827,0.41,Surat,61.6,58.0,4.73,4.78,2.93,Premium,G,VS2
740,0.25,Las Vegas,60.7,59.0,4.1,4.07,2.48,Premium,F,VVS1
686,0.34,Madrid,61.7,60.0,4.45,4.49,2.76,Very Good,G,VS1
705,0.41,London,61.8,56.0,4.77,4.78,2.95,Ideal,E,SI1
2071,0.58,Zurich,59.9,58.0,5.49,5.37,3.25,Premium,G,VS1
367,0.2,Luxembourg,59.8,62.0,3.79,3.77,2.26,Premium,E,VS2
3464,0.71,Luxembourg,59.4,61.0,5.8,5.89,3.47,Good,E,VS1
802,0.31,Zurich,62.6,58.0,4.31,4.28,2.69,Premium,H,VVS2
1043,0.4,Kimberly,61.2,56.0,4.77,4.8,2.93,Ideal,G,VVS1
5245,1.02,Las Vegas,63.5,55.0,6.3,6.37,4.02,Very Good,E,SI1
644,0.38,Madrid,60.1,60.0,4.7,4.75,2.84,Very Good,F,SI2
3444,1.02,Antwerp,58.9,62.0,6.51,6.43,3.81,Premium,J,SI1
1349,0.54,Zurich,63.0,57.0,5.23,5.18,3.28,Premium,F,SI1
4678,0.91,Paris,62.4,56.0,6.2,6.14,3.85,Ideal,H,VS2
834,0.32,Tel Aviv,61.7,57.0,4.39,4.42,2.72,Ideal,D,VVS2
5053,1.2,Luxembourg,63.7,56.0,6.67,6.62,4.23,Good,J,VS2
833,0.37,Antwerp,62.7,51.0,4.65,4.57,2.89,Premium,F,VS1
18745,2.36,London,59.4,58.0,8.69,8.75,5.18,Premium,H,SI2
1736,0.56,Antwerp,61.4,62.0,5.34,5.28,3.26,Good,E,VS2
17714,2.21,London,61.1,59.0,8.42,8.37,5.13,Premium,I,SI1
3250,0.81,Kimberly,62.9,58.0,5.88,5.94,3.72,Good,G,VS2
11780,2.01,Luxembourg,63.4,60.0,7.97,7.89,5.03,Very Good,H,SI2
5810,1.25,Surat,61.2,57.0,6.93,6.89,4.23,Ideal,H,SI2
5006,1.11,Madrid,62.2,54.0,6.64,6.68,4.14,Ideal,I,SI1
4730,1.03,Tel Aviv,61.8,56.0,6.5,6.47,4.01,Premium,E,SI2
1668,0.51,Tel Aviv,61.9,56.0,5.11,5.14,3.17,Ideal,G,VS1
1166,0.4,Antwerp,62.4,59.0,4.7,4.73,2.94,Ideal,E,VVS2
14421,2.54,London,62.5,55.0,8.75,8.69,5.45,Ideal,G,SI2
5372,1.01,Kimberly,61.5,60.0,6.39,6.42,3.94,Very Good,E,SI1
928,0.33,Surat,61.5,59.0,4.46,4.42,2.73,Premium,E,VS2
12843,1.78,Kimberly,62.1,57.0,7.77,7.73,4.81,Ideal,H,SI1
5795,0.9,London,59.1,60.0,6.24,6.28,3.7,Very Good,D,VS1
3470,0.9,Kimberly,57.9,62.0,6.23,6.35,3.64,Good,F,SI2
438,0.3,Kimberly,61.5,58.0,4.28,4.31,2.64,Ideal,I,VS2
447,0.34,Antwerp,60.2,59.0,4.52,4.55,2.73,Premium,I,SI1
4157,0.9,Paris,62.0,53.0,6.17,6.23,3.85,Ideal,I,VS2
7532,1.72,Antwerp,60.1,58.0,7.77,7.74,4.66,Premium,F,I1
2351,0.73,Kimberly,62.5,55.0,5.78,5.74,3.6,Ideal,G,SI1
8818,1.31,Paris,60.3,59.0,7.08,7.12,4.28,Premium,G,VS2
7246,1.25,London,60.4,59.0,6.92,6.96,4.19,Premium,H,VS2
1974,0.51,Kimberly,62.6,57.0,5.12,5.1,3.2,Ideal,G,VVS2
13542,2.0,Kimberly,61.4,63.0,8.01,8.08,4.94,Good,J,VS2
14399,2.35,Kimberly,60.7,60.0,8.64,8.6,5.23,Premium,J,VS1
1605,0.52,Surat,63.6,56.0,5.12,5.07,3.24,Good,F,VS2
2035,0.52,Las Vegas,62.9,57.0,5.11,5.13,3.22,Very Good,F,VVS2
871,0.31,Kimberly,61.7,55.0,4.37,4.39,2.7,Ideal,G,IF
1287,0.59,Dubai,61.9,58.0,5.35,5.38,3.32,Very Good,J,VS2
2130,0.71,Madrid,64.1,60.0,0.0,0.0,0.0,Good,F,SI2
4197,1.01,Madrid,60.8,55.0,6.52,6.48,3.95,Ideal,F,SI2
743,0.33,Antwerp,62.8,54.0,4.42,4.4,2.77,Ideal,G,VS2
1443,0.51,New York City,61.8,58.0,5.15,5.11,3.17,Premium,E,SI1
1316,0.55,Kimberly,60.7,57.0,5.27,5.3,3.21,Very Good,F,SI1
15992,1.74,Paris,62.2,56.0,7.72,7.67,4.79,Ideal,E,SI1
9012,1.05,Antwerp,62.5,56.0,6.52,6.48,4.06,Ideal,G,IF
2913,0.71,Antwerp,61.4,58.0,5.75,5.79,3.54,Premium,D,SI1
477,0.32,London,62.4,54.0,4.38,4.4,2.74,Ideal,D,SI2
2480,0.7,Kimberly,61.8,53.0,5.73,5.69,3.53,Ideal,G,SI2
4708,1.02,Kimberly,60.3,56.0,6.57,6.54,3.95,Ideal,G,SI1
619,0.32,Zurich,60.1,60.0,4.38,4.4,2.64,Very Good,D,SI1
3985,0.93,Paris,61.6,54.0,6.29,6.33,3.89,Ideal,H,SI1
7823,1.11,Surat,61.9,55.0,6.62,6.66,4.11,Ideal,F,VS2
1115,0.41,Luxembourg,61.2,56.0,4.78,4.8,2.93,Ideal,F,VVS2
568,0.3,Luxembourg,63.0,57.0,4.25,4.29,2.69,Very Good,E,VS1
530,0.23,Dubai,59.5,58.0,4.0,4.03,2.39,Very Good,F,IF
992,0.42,Dubai,61.6,59.0,4.85,4.83,2.98,Premium,E,SI1
995,0.3,Surat,63.5,57.0,4.27,4.23,2.7,Very Good,E,VVS1
7308,1.5,Las Vegas,60.5,63.0,7.32,7.27,4.41,Very Good,J,VS2
421,0.3,Luxembourg,59.3,59.0,4.36,4.38,2.59,Premium,H,SI1
1718,0.57,Amsterdam,60.3,57.0,5.42,5.4,3.26,Ideal,D,VS2
539,0.33,Zurich,61.8,54.0,4.45,4.48,2.76,Ideal,H,VS2
13879,2.07,Madrid,61.6,56.0,8.16,8.18,5.04,Ideal,I,SI2
5539,1.09,Antwerp,62.5,57.0,6.55,6.61,4.11,Very Good,E,SI1
998,0.38,Surat,60.9,58.0,4.67,4.63,2.83,Premium,D,VS2
4969,1.01,Dubai,62.3,59.0,6.38,6.4,3.98,Premium,F,SI1
523,0.31,Surat,63.0,58.0,4.36,4.34,2.74,Premium,F,SI2
854,0.33,Luxembourg,60.9,57.0,4.52,4.48,2.74,Ideal,H,VVS2
788,0.35,Antwerp,62.3,57.0,4.53,4.49,2.81,Ideal,I,VVS2
1050,0.4,Antwerp,62.4,56.0,4.74,4.72,2.95,Ideal,G,VVS2
1323,0.4,Antwerp,60.8,59.0,4.81,4.76,2.91,Premium,D,VVS2
794,0.36,Madrid,63.2,56.0,4.56,4.52,2.87,Very Good,D,SI1
6532,1.08,Surat,62.4,57.0,6.56,6.49,4.07,Premium,G,VS2
559,0.24,Antwerp,61.8,55.0,3.99,4.02,2.47,Ideal,G,IF
588,0.35,Surat,64.0,55.0,4.49,4.45,2.86,Good,E,SI2
6157,1.02,Kimberly,61.3,56.0,6.48,6.53,3.99,Ideal,D,SI1
1255,0.58,Luxembourg,62.2,57.0,5.34,5.37,3.33,Ideal,H,SI1
1554,0.51,Tel Aviv,59.2,62.0,5.22,5.29,3.11,Good,E,VS2
7234,1.01,Kimberly,62.8,58.0,6.38,6.42,4.02,Very Good,G,VVS2
1388,0.56,Amsterdam,60.4,58.0,5.32,5.37,3.23,Premium,D,SI2
526,0.3,Zurich,60.4,61.0,4.27,4.31,2.59,Very Good,H,VS1
638,0.41,Antwerp,63.2,58.0,4.68,4.72,2.97,Good,E,SI2
3856,0.9,Madrid,60.4,59.0,6.24,6.21,3.76,Premium,E,SI2
17983,2.01,Luxembourg,61.9,57.0,8.15,8.05,5.01,Ideal,H,VS1
1063,0.35,Las Vegas,62.3,55.0,4.54,4.52,2.82,Ideal,D,VS2
3183,0.7,Antwerp,60.9,60.0,5.75,5.71,3.49,Premium,D,VS1
1026,0.38,Paris,62.2,57.0,4.63,4.6,2.87,Ideal,F,VS2
5006,1.2,New York City,62.2,61.0,6.74,6.73,4.19,Premium,I,VS2
1381,0.51,Kimberly,61.1,58.0,5.17,5.2,3.17,Premium,G,VS2
4319,1.02,Surat,62.4,57.0,6.4,6.43,4.0,Ideal,F,SI2
13247,1.7,Kimberly,61.7,57.0,7.67,7.62,4.71,Ideal,I,VVS2
2390,0.7,Zurich,62.3,54.0,5.67,5.72,3.55,Ideal,I,VS2
939,0.41,Zurich,61.7,54.0,4.77,4.82,2.96,Very Good,D,VS2
2309,0.67,Zurich,59.9,57.4,5.69,5.75,3.42,Very Good,G,VS1
6335,1.01,Madrid,60.2,58.0,6.56,6.52,3.94,Premium,E,VS2
3920,1.0,Tel Aviv,61.3,58.0,6.45,6.41,3.94,Premium,H,SI2
465,0.3,New York City,62.1,56.0,4.3,4.32,2.67,Ideal,H,SI1
666,0.33,Antwerp,59.7,61.0,4.44,4.47,2.66,Very Good,G,VS1
574,0.34,Kimberly,62.8,58.0,4.46,4.43,2.79,Premium,G,SI2
15559,2.14,Luxembourg,59.3,59.0,8.43,8.39,5.0,Premium,I,VS2
4413,1.0,Kimberly,62.6,57.0,6.31,6.37,3.97,Very Good,G,SI1
3323,0.81,London,64.8,56.2,5.82,5.98,3.82,Fair,G,VVS2
6295,1.01,Tel Aviv,62.0,57.0,6.4,6.44,3.98,Ideal,G,VS2
4368,1.2,Las Vegas,61.1,57.0,6.9,6.81,4.19,Ideal,H,SI2
18291,2.14,Amsterdam,61.5,58.0,8.31,8.24,5.09,Premium,E,SI2
512,0.25,Paris,65.6,54.0,3.91,3.95,2.58,Good,E,IF
7424,1.26,Las Vegas,61.7,56.0,6.95,6.89,4.27,Ideal,H,VS2
6659,1.21,Madrid,60.0,60.0,6.96,6.91,4.16,Premium,F,SI1
971,0.37,Luxembourg,60.2,58.0,4.68,4.65,2.81,Premium,E,VS2
605,0.3,New York City,63.8,55.0,4.25,4.28,2.72,Good,G,VS1
6092,1.21,London,59.0,60.0,6.99,6.94,4.11,Premium,F,SI2
928,0.33,Tel Aviv,60.6,60.0,4.48,4.43,2.7,Premium,E,VS2
1107,0.41,Amsterdam,60.0,56.0,4.88,4.82,2.91,Ideal,F,VS2
4314,1.07,Amsterdam,60.7,61.0,6.6,6.55,3.99,Premium,I,SI1
4234,0.9,London,62.4,58.0,6.19,6.15,3.85,Premium,H,VS1
4029,0.71,Madrid,61.2,57.0,5.72,5.76,3.51,Ideal,D,VS2
1084,0.4,Surat,60.1,56.0,4.8,4.85,2.9,Ideal,G,SI1
1114,0.33,Tel Aviv,60.9,58.0,4.47,4.43,2.71,Premium,G,VVS1
11161,1.51,Paris,61.8,59.0,7.27,7.32,4.51,Very Good,H,VS1
525,0.25,Zurich,62.0,54.0,4.05,4.08,2.52,Ideal,G,VVS2
3848,0.91,Surat,62.7,59.0,6.17,6.21,3.88,Premium,D,SI2
2063,0.52,Luxembourg,61.6,55.0,5.14,5.18,3.18,Ideal,G,VVS1
986,0.41,Luxembourg,61.0,61.0,4.77,4.8,2.92,Good,G,VVS1
755,0.31,Madrid,62.5,54.0,4.34,4.37,2.72,Ideal,E,VVS2
367,0.2,Surat,59.7,62.0,3.84,3.8,2.28,Premium,E,VS2
480,0.32,Amsterdam,63.4,56.0,4.37,4.34,2.76,Very Good,I,SI2
687,0.34,Luxembourg,59.3,59.0,4.55,4.59,2.71,Premium,D,VS2
947,0.38,New York City,61.8,56.0,4.67,4.72,2.9,Ideal,E,VVS2
984,0.43,Kimberly,63.7,57.0,4.79,4.73,3.04,Good,F,SI1
452,0.25,Surat,61.5,55.0,4.09,4.14,2.52,Ideal,D,SI1
3484,0.9,London,63.5,57.0,6.06,6.03,3.84,Very Good,I,VS1
1641,0.52,Antwerp,63.0,58.0,5.07,5.12,3.21,Very Good,E,VS2
2815,0.72,Antwerp,58.3,58.0,5.99,5.92,3.47,Premium,E,VS2
2667,0.77,Tel Aviv,60.1,56.0,5.94,5.97,3.58,Very Good,F,SI2
4443,1.02,Las Vegas,63.1,57.0,6.37,6.43,4.04,Good,E,SI1
12734,1.3,Antwerp,62.4,57.0,6.97,6.9,4.33,Ideal,F,VVS2
945,0.36,Zurich,62.5,56.0,4.6,4.52,2.85,Premium,F,VVS2
12646,1.55,Las Vegas,62.3,56.0,7.43,7.37,4.61,Ideal,E,SI1
1334,0.44,New York City,60.7,57.0,4.92,4.9,2.98,Ideal,E,VVS2
14529,1.54,Zurich,62.0,56.0,7.46,7.43,4.61,Ideal,E,VS2
3782,1.01,Dubai,62.8,58.0,6.4,6.34,4.0,Premium,I,SI1
4163,1.05,Kimberly,60.9,57.0,6.55,6.62,4.01,Ideal,I,SI2
518,0.3,Kimberly,62.2,56.0,4.27,4.31,2.67,Ideal,I,VS1
5815,1.29,Surat,60.5,58.0,7.07,6.99,4.25,Premium,J,VS2
4879,0.93,Amsterdam,62.1,59.0,6.16,6.21,3.84,Very Good,G,VS1
823,0.4,Madrid,59.1,61.0,4.79,4.82,2.84,Good,H,VVS2
6040,1.07,Antwerp,62.2,57.0,6.55,6.5,4.06,Ideal,G,VS2
6479,1.02,Tel Aviv,62.7,54.0,6.42,6.5,4.05,Ideal,F,VS2
1837,0.57,Paris,62.3,53.7,5.32,5.35,3.32,Ideal,G,VS1
5088,1.0,Luxembourg,59.6,60.0,6.49,6.43,3.85,Premium,G,SI1
18320,2.02,Antwerp,61.7,58.0,8.11,8.15,5.02,Premium,F,SI2
886,0.3,Tel Aviv,62.1,57.0,4.27,4.3,2.66,Ideal,F,IF
1079,0.41,Antwerp,60.0,58.0,4.8,4.83,2.89,Premium,E,VS1
4060,0.96,Madrid,60.0,60.0,6.43,6.47,3.87,Very Good,D,SI2
16792,2.03,Las Vegas,62.7,57.0,8.02,8.05,5.04,Ideal,I,VS2
631,0.36,Madrid,60.8,59.0,4.56,4.59,2.78,Very Good,E,SI1
4804,0.9,Antwerp,60.9,62.0,6.11,6.18,3.74,Very Good,D,VS2
603,0.27,Surat,62.7,55.0,4.18,4.15,2.61,Ideal,E,VS2
3801,1.01,Madrid,64.9,56.0,6.29,6.2,4.07,Fair,I,VS1
7059,1.14,London,62.0,55.0,6.71,6.72,4.16,Ideal,H,VS2
1246,0.44,Madrid,62.2,58.0,4.8,4.85,3.0,Very Good,E,VS1
1750,0.51,Antwerp,63.5,56.0,5.07,5.11,3.23,Good,G,VVS2
10330,1.52,Kimberly,62.5,58.0,7.34,7.28,4.57,Premium,H,SI1
7688,1.1,Antwerp,61.3,57.0,6.66,6.59,4.06,Ideal,G,VS1
849,0.31,Las Vegas,57.5,62.0,4.47,4.54,2.59,Good,G,VVS1
5158,1.29,Antwerp,61.3,56.0,7.05,6.99,4.3,Ideal,D,I1
3959,1.01,Madrid,63.4,55.0,6.35,6.29,4.01,Very Good,H,SI2
4158,1.12,Madrid,56.7,62.0,6.91,6.86,3.9,Good,G,SI2
4586,1.03,Amsterdam,62.4,59.0,6.45,6.38,4.0,Premium,F,SI2
758,0.32,Zurich,61.7,58.0,4.34,4.38,2.69,Premium,D,VS2
1831,0.55,Luxembourg,61.0,59.0,5.31,5.34,2.25,Very Good,E,VS2
928,0.33,Paris,62.0,59.0,4.41,4.39,2.73,Premium,E,VS2
1815,0.52,Zurich,61.9,56.0,5.16,5.12,3.18,Ideal,E,VS2
6076,1.18,Zurich,61.6,55.5,6.77,6.85,4.19,Ideal,H,SI1
5646,1.01,Amsterdam,61.0,59.0,6.44,6.47,3.94,Premium,E,SI1
6317,1.12,Antwerp,61.6,54.0,6.72,6.74,4.14,Ideal,I,VVS2
5452,1.21,Paris,62.6,57.0,6.71,6.8,4.23,Very Good,J,VS1
4460,1.18,Paris,62.5,55.0,6.82,6.74,4.24,Premium,J,SI1
789,0.36,Las Vegas,60.1,57.0,4.62,4.67,2.79,Ideal,F,VS1
1073,0.44,New York City,62.3,59.0,4.91,4.81,3.03,Premium,E,VS2
505,0.32,Zurich,61.9,58.0,4.36,4.4,2.71,Premium,I,VS1
3129,0.97,Amsterdam,64.3,58.0,6.25,6.22,4.01,Good,J,VS2
505,0.36,Madrid,61.3,55.0,4.6,4.64,2.83,Ideal,I,SI1
1250,0.53,Antwerp,59.6,58.0,5.28,5.33,3.16,Very Good,F,SI1
4986,1.12,Surat,62.8,57.0,6.68,6.61,4.17,Premium,I,VS2
2532,0.72,Surat,61.7,55.0,5.76,5.81,3.57,Very Good,I,VVS2
939,0.34,Surat,61.3,57.0,4.49,4.52,2.76,Very Good,F,VVS1
3270,0.56,Antwerp,61.8,56.0,5.28,5.31,3.27,Ideal,D,VVS1
644,0.4,Kimberly,62.1,60.0,4.65,4.69,2.9,Very Good,E,SI2
14624,1.58,Tel Aviv,61.3,57.0,7.48,7.54,4.6,Ideal,G,VS1
573,0.31,Zurich,61.1,55.0,4.39,4.35,2.67,Premium,H,SI1
2636,0.58,New York City,59.7,57.0,5.48,5.51,3.28,Very Good,F,VVS1
3678,1.1,Antwerp,61.8,56.0,6.61,6.65,4.1,Ideal,F,I1
4882,1.0,Las Vegas,64.4,54.0,6.29,6.32,4.06,Good,G,SI1
9218,1.51,Surat,61.8,61.0,7.25,7.32,4.5,Good,H,SI1
10478,1.5,Paris,63.6,58.0,7.27,7.22,4.61,Good,H,VS2
7409,1.75,New York City,61.5,55.0,7.78,7.75,4.78,Ideal,H,I1
909,0.37,Las Vegas,62.0,56.0,4.62,4.64,2.87,Ideal,G,VVS2
1031,0.42,Kimberly,61.8,59.0,4.81,4.83,2.98,Premium,F,VS1
2366,0.85,Dubai,62.3,55.0,6.1,6.06,3.79,Ideal,J,SI1
552,0.3,Surat,62.5,57.0,4.26,4.28,2.67,Very Good,D,SI1
1882,0.51,Antwerp,62.3,56.0,5.09,5.12,3.18,Ideal,D,VS1
4956,1.0,Tel Aviv,62.0,57.0,6.39,6.32,3.94,Ideal,G,SI1
